time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/env_steps,eval/episode_return,eval/episode_length,eval/success,eval/reward,eval/length,eval/is_success,eval/reward_std,step,train/reward,train/length,train/num_ep,train/q_loss,train/target_q,train/actor_loss,train/entropy,train/alpha_loss,train/alpha
5000,0,0.21933787227317578,0.0003809928894042969,0.001180887222290039,0.10588526725769043,4501.5,-23.300318468749463,50.0,0.0,-23.300318468749463,50.0,0.0,1.8161697220377133,5000,-24.340039218900255,50.0,90.5,0.12315126730501652,-2.1730140521526335,2.0754819173812864,2.536787722826004,0.5060523114204407,0.07734547714143991
10000,0,12.283139163590565,0.0004642009735107422,0.0017428398132324219,0.08542418479919434,9501.5,-20.792105642044866,50.0,0.0,-20.792105642044866,50.0,0.0,4.24680969160938,10000,-36.7786772336824,50.0,190.5,1.1775778922438622,-5.661892464637757,5.636268723011017,-6.730975258827209,-0.11190995022840798,0.040762538127601146
15000,0,15.7172361039397,0.0003426074981689453,0.0008292198181152344,0.0587458610534668,14501.5,-22.02444247730179,50.0,0.0,-22.02444247730179,50.0,0.0,3.2383357455394535,15000,-23.428521932345372,50.0,290.5,2.8612738002538682,-9.838257309913635,9.970120992660522,-2.9350024174451828,0.05787493408320006,0.05413831567391753
20000,0,15.701658427175326,0.00045180320739746094,0.0008728504180908203,0.055149078369140625,19501.5,-20.519074272658013,50.0,0.0,-20.519074272658013,50.0,0.0,3.166926778092533,20000,-22.959555926080423,50.0,390.5,4.19171952855587,-12.949317945480347,13.126002803802491,-5.021032068729401,-0.049894944324507376,0.0510047511830926
25000,0,10.604906951480169,0.0004131793975830078,0.0010488033294677734,0.06737899780273438,24501.5,-20.147768450677795,50.0,0.0,-20.147768450677795,50.0,0.0,2.958447498189402,25000,-20.887772672968254,50.0,490.5,6.502638889789582,-15.883427290916442,16.19563063144684,-3.6095949606895448,0.01979327146106516,0.0520387304648757
30000,0,11.375011999645821,0.0004892349243164062,0.0013136863708496094,0.0983591079711914,29501.5,-33.85883706708768,50.0,0.0,-33.85883706708768,50.0,0.0,3.1284114084231054,30000,-32.260109899256086,50.0,590.5,13.52530821466446,-17.23132168006897,17.441186820983887,-8.27122770659998,-0.14074718298390507,0.03114929853193462
35000,0,10.593141536997832,0.0007379055023193359,0.0016069412231445312,0.11829400062561035,34501.5,-20.530057180784507,50.0,0.0,-20.530057180784507,50.0,0.0,3.8380610477923205,35000,-40.907739909774136,50.0,690.5,12.039924569129944,-21.15727138519287,21.570539714813233,0.5259342281278223,0.2844101453020703,0.06358401969820261
40000,0,10.913313473878071,0.000514984130859375,0.0009970664978027344,0.09815502166748047,39501.5,-33.3470219440944,50.0,0.0,-33.3470219440944,50.0,0.0,3.8875118799342054,40000,-31.885403219384017,50.0,790.5,36.603955812454224,-18.08318288612366,18.4855751247406,-7.674788618564606,-0.5015482564121485,0.1383615000024438
45000,0,10.859736192266263,0.0005199909210205078,0.001416921615600586,0.08612298965454102,44501.5,-23.52434357831901,50.0,0.0,-23.52434357831901,50.0,0.0,3.272345656383674,45000,-22.20772708093842,50.0,890.5,14.0058250041008,-21.46541221809387,21.753542993545533,-1.4543572038011625,0.16023235260439106,0.06106665598601103
50000,0,10.878316450393191,0.00039005279541015625,0.0011057853698730469,0.06875801086425781,49501.5,-24.319566676625012,50.0,0.0,-24.319566676625012,50.0,0.0,2.9790557402346534,50000,-25.267688306670685,50.0,990.5,23.786623343467713,-22.822615926742554,23.137901737213134,-4.355490049183369,-0.030864682845305653,0.08864627915620804
55000,0,10.68963817759028,0.0005011558532714844,0.002003908157348633,0.08994913101196289,54501.5,-35.72632223343834,50.0,0.0,-35.72632223343834,50.0,0.0,3.241712361630422,55000,-30.37120366514253,50.0,1090.5,27.241310070991517,-23.853217777252198,24.16301170539856,-3.485773480653763,0.03188673023576848,0.06111965742334723
60000,0,10.652240538551858,0.0004999637603759766,0.001695871353149414,0.09030723571777344,59501.5,-32.00099266372681,50.0,0.0,-32.00099266372681,50.0,0.0,2.8646528236643074,60000,-27.851569146583607,50.0,1190.5,30.079101228713988,-24.915259838104248,25.314779542922974,-3.8620916155576706,0.009791596217197366,0.06843180520832538
65000,0,11.126366976322796,0.0005190372467041016,0.0016820430755615234,0.08753585815429688,64501.5,-35.74162489078769,50.0,0.0,-35.74162489078769,50.0,0.0,3.6032515642017033,65000,-37.533251026342775,50.0,1290.5,27.186878615379335,-25.685805326461793,26.333812299728393,-4.347438530445099,-0.04594310830067843,0.13885280384123325
70000,0,10.62451970690235,0.0005259513854980469,0.0016510486602783203,0.08459210395812988,69501.5,-32.506089337620786,50.0,0.0,-32.506089337620786,50.0,0.0,3.8968653561911224,70000,-28.755395801965484,50.0,1390.5,26.093921872138978,-25.990085624694824,26.356576763153075,-2.19875216165185,0.13853865491319448,0.07656445286422968
75000,0,10.665371034129947,0.0004801750183105469,0.0009946823120117188,0.09475827217102051,74501.5,-25.815657245190863,50.0,0.0,-25.815657245190863,50.0,0.0,3.345733037610382,75000,-25.575435722498018,50.0,1490.5,37.820068866729734,-26.164115287780763,26.502709423065184,-4.937639918997884,-0.0605577653918881,0.07179608243703842
80000,0,10.731530781415632,0.0005729198455810547,0.0017132759094238281,0.09102582931518555,79501.5,-31.83460059319783,50.0,0.0,-31.83460059319783,50.0,0.0,4.224964778832812,80000,-25.65013672750171,50.0,1590.5,28.72807949447632,-27.0432807636261,27.263443069458006,-5.603441624641419,-0.08741532671271125,0.05184989052638411
85000,0,10.901745393946786,0.0005140304565429688,0.00121307373046875,0.0899810791015625,84501.5,-23.84835168315444,50.0,0.0,-23.84835168315444,50.0,0.0,4.12814722485362,85000,-25.5519733752182,50.0,1690.5,30.813849817276,-27.558641382217406,27.95315851211548,-2.278611727356911,0.16075274551007895,0.09259120074659585
90000,0,10.653674427037563,0.0005571842193603516,0.0012669563293457031,0.08610200881958008,89501.5,-24.25983436016801,50.0,0.0,-24.25983436016801,50.0,0.0,4.153668658151673,90000,-24.558393632488738,50.0,1790.5,31.29623156452179,-27.512716527938842,27.780393352508543,-4.356107766866684,-0.030478763107559644,0.08324163575470447
95000,0,15.817916319708434,0.0003509521484375,0.0009250640869140625,0.06147885322570801,94501.5,-23.484226426524234,50.0,0.0,-23.484226426524234,50.0,0.0,3.405634184095781,95000,-25.900843672104713,50.0,1890.5,31.24343204021454,-27.813114282608034,28.144228801727294,-3.7937803449630736,0.015576375808450393,0.07134047918766737
100000,0,15.8477736774583,0.00038909912109375,0.0008969306945800781,0.05768775939941406,99501.5,-23.85853185614392,50.0,0.0,-23.85853185614392,50.0,0.0,4.413013136743704,100000,-25.51187895231868,50.0,1990.5,34.26000364494324,-27.774062362670897,28.030889434814455,-4.802876709222794,-0.055059519286616704,0.0702385951206088
105000,0,15.82482648009233,0.0004119873046875,0.0010378360748291016,0.06306934356689453,104501.5,-23.622605834919476,50.0,0.0,-23.622605834919476,50.0,0.0,4.32466764478577,105000,-22.90526600048752,50.0,2090.5,33.684142318725584,-27.418124088287353,27.66708914756775,-5.979674672603607,-0.17639953905530273,0.08151604680716991
110000,0,7.08247073127816,0.0005676746368408203,0.0017173290252685547,0.14557194709777832,109501.5,-21.478040862662603,50.0,0.0,-21.478040862662603,50.0,0.0,4.046948025041306,110000,-24.612833433723445,50.0,2190.5,32.38302601337433,-27.33252392196655,27.638759548187256,-4.536806975841523,-0.052228299342270475,0.09580705957859754
115000,0,15.896507637286241,0.0003502368927001953,0.0008938312530517578,0.061070919036865234,114501.5,-23.697815759175004,50.0,0.0,-23.697815759175004,50.0,0.0,3.2289137317123484,115000,-23.063541862920445,50.0,2290.5,33.7910188331604,-27.250728214263916,27.61253728866577,-3.7465854328870773,0.022491513624088837,0.09021952087432146
120000,0,15.78728609730748,0.00034308433532714844,0.0009050369262695312,0.06015610694885254,119501.5,-23.34898455139078,50.0,0.0,-23.34898455139078,50.0,0.0,2.6974119944964654,120000,-23.633303123595194,50.0,2390.5,34.0149354095459,-27.383114713668824,27.744367275238037,-3.7166510028243063,0.025088211393449456,0.08984791243076325
125000,0,15.632757284375096,0.00036215782165527344,0.0008261203765869141,0.06306195259094238,124501.5,-25.39575530362326,50.0,0.0,-25.39575530362326,50.0,0.0,3.2600605987677005,125000,-24.545043880508693,50.0,2490.5,34.40520351409912,-27.397776361465453,27.7562417678833,-4.25039666056633,-0.021282739312620834,0.08718905403465033
130000,0,15.865791637487868,0.00043082237243652344,0.0008492469787597656,0.06153607368469238,129501.5,-28.75193451175748,50.0,0.0,-28.75193451175748,50.0,0.0,2.6996138411755046,130000,-26.52557245606574,50.0,2590.5,34.704142087936404,-27.0556903629303,27.40811842918396,-4.0231349532604215,-0.0020890263334149496,0.09705703980475665
135000,0,15.864980329133934,0.0004019737243652344,0.0009829998016357422,0.05710315704345703,134501.5,-26.79096848323428,50.0,0.0,-26.79096848323428,50.0,0.0,3.0775767561131135,135000,-25.516717652147626,50.0,2690.5,34.66777313995361,-26.97398503112793,27.31247783660889,-4.137972732067108,-0.012815858521265908,0.09410533980280161
140000,0,11.756222059308852,0.0005381107330322266,0.00315093994140625,0.06748509407043457,139501.5,-27.714896053587047,50.0,0.0,-27.714896053587047,50.0,0.0,3.892859014112385,140000,-25.172946518746663,50.0,2790.5,34.25346054267883,-26.748915576934813,27.081715711593628,-4.015804792404174,-0.0012340992923127487,0.08496494495123624
145000,0,10.097338121477533,0.00046181678771972656,0.001641988754272461,0.08297014236450195,144501.5,-27.731943973286235,50.0,0.0,-27.731943973286235,50.0,0.0,3.2719347984600193,145000,-28.399160382113088,50.0,2890.5,30.696354894638063,-26.480696712493895,26.873439363479616,-3.783583928227425,0.018430501530703622,0.08281400322914123
150000,0,9.38115240535701,0.0005819797515869141,0.0012960433959960938,0.13123297691345215,149501.5,-27.121230003618273,50.0,0.0,-27.121230003618273,50.0,0.0,3.183933784251275,150000,-24.834393368515464,50.0,2990.5,30.520693689346313,-26.418410917282106,26.787573787689208,-3.9843789236545564,0.0012764373570680618,0.07715890137106181
